ID,Speaker
19-198-0033_3723-171115-0054.wav,and persuaded him to have them slain that so she might easily gain to be mistress of what they had nay she extended her avaricious humor to the jews and arabians
19-198-0034_1081-125237-0079.wav,article twelve stipulated that the prince of orange should not at any time hold any of the offices or dignities which had been held by his ancestors or be appointed to any military command
19-198-0036_6818-68772-0039.wav,for he realized that they were proving an important factor in the campaign he even attributed to them more than they deserved for uncle john's telling activities were so quietly conducted
19-227-0001_8095-274346-0026.wav,commanding him in the king's name to absent himself from parliament this letter bristol conveyed to the lords and asked advice how to proceed in so delicate a situation
19-227-0003_4160-11549-0017.wav,she had a pale handsome ungirlish face a minerva face steady grave handsome eyes and a fine head unadorned save with a classic knot of black brown hair the picture was not even younger looking than priscilla was now
19-227-0004_226-122538-0014.wav,seven pence apenny of this stuff ain't much for carrying all that along i don't think grumbled his mate and jane's young porter experienced the double joy of faith confirmed and willing service generously rewarded a telegraph boy walked along the train saying
19-227-0007_8975-270782-0068.wav,i do not wish to maintain that the oedipus complex covers entirely the relation of the child to its parents this relation can be much more complicated furthermore the oedipus complex is more or less well developed it may even experience a reversal
19-227-0008_8419-286667-0025.wav,and she said she couldn't remember that she never could remember what she had forgotten it made him feel very badly to have her leave him so he wanted a chance to tell her something yet whenever he tried to it seemed to stick in his bill he began to fear that she didn't like him
19-227-0013_426-122822-0013.wav,everybody realized that even the explosion had not cleared the teacher's mental atmosphere nobody except anthony pye dared whisper a word ned clay accidentally squeaked his pencil while working a sum caught anne's eye and wished the floor would open and swallow him up
19-227-0014_4788-94904-0026.wav,a race who have been trained in energy and courage by struggles with nature and their neighbors but who have not yet settled down into permanent obedience to any common superior would be little likely to acquire this habit under the collective government of their own body
19-227-0016_8051-119902-0005.wav,wheat is the only one of the cereals that has much gluten rye has a little and the others practically none gluten seems to be essential to the making of a light yeast raised loaf
19-227-0019_118-47824-0076.wav,for groom has brought the ghosts back with him don't make any mistake about that you want the truth don't you yes bobby said even if it does for me
19-227-0021_322-124147-0009.wav,the envelope contained a sheet of elegant little hot pressed paper well covered with a lady's fair flowing hand and elizabeth saw her sister's countenance change as she read it
19-227-0022_2843-152918-0060.wav,on the side nearest to the mountain these disturbances were such that a hasty glance was enough to show us the impossibility of advancing that way but right in our line of route straight on to the glacier
19-227-0025_6147-34605-0021.wav,collared hatton boxed the ears of essex showed her legs to bassompierre and was a virgin
19-227-0027_8108-274318-0044.wav,and pawed his knees and stared beseechingly up into his face he turned his head towards the corner where the collie still lay thumping his tail feebly and pathetically john silence understood he bent down and stroked the creature's living fur
19-227-0030_2817-142380-0027.wav,no not worse said adam bitterly i don't believe it's worse i'd sooner do it i'd sooner do a wickedness as i could suffer for by myself than ha brought her to do wickedness
19-227-0031_5688-41232-0052.wav,for being swollen then by the afflux of blood
19-227-0033_8629-261140-0000.wav,and gradually subside so this crowd yielded to its awe and man by man sank back into his seat till quiet was again restored and only a circle of listening faces confronted the man who had just stirred a whole roomful to its depths
19-227-0034_5390-30102-0013.wav,louise set to work to tabulate the information she had received thus far noting the element of mystery each fact evolved first captain wegg must have been a rich man in order to build this house
19-227-0039_669-129061-0038.wav,as the two brothers passed out of the study she held out her hand to rawdon and said she was glad he was come to breakfast though she could perceive by his haggard unshorn face
19-227-0040_1363-139304-0010.wav,he felt the featureless misery of one who wakes towards the hour of dawn he had an uncertain sense of whispers and footsteps hastily receding
19-227-0048_374-180299-0003.wav,well it is all settled she said as she entered the house is taken asked prudence yes he agreed at once i did not know the duke but i felt ashamed of deceiving him
19-227-0050_8630-305212-0030.wav,augustine was eager for knowledge and eager for enjoyment he frequented the theatre his pleasure loving nature snatched at everything that life could give yet he was not happy
19-227-0051_5049-25947-0041.wav,bearer back to climb the hill and wave his red and white banner where young's men could see it
19-227-0052_8465-246940-0025.wav,then to forgive and console me alas alas that he will not hear of he would rather be punished than consoled i fear for his brain but indeed that might be well
19-227-0055_4788-94904-0005.wav,they have the ready and proper answer that to bring it over to their side is the very end they aim at when opinion is really adverse its hostility is usually to the fact of change rather than to representative government in itself
19-227-0057_6019-3185-0001.wav,ranging unchained among men something too memorable to be forgotten or left without its own separate record but the moral lesson impressed by these events is yet more memorable
19-227-0058_460-172359-0014.wav,they said commonly in mariposa that jeff made money out of the barber shop he may have and it may have been that that turned his mind to investment but it's hard to see how he could a shave cost five cents and a hair cut fifteen or the two if you liked for a quarter
19-227-0059_3879-173592-0026.wav,that the most part of the souldiers had their skinnes pierced thorow with them in many partes of their bodies yet giddy with weakness they dragged themselves in turn to the top of saint john's bluff straining their eyes across the sea
19-227-0061_302-123516-0035.wav,and stealthily on came the awful eyes until they reached the dead body at my feet then slowly they retreated but this time with a strange grating sound
19-227-0062_2910-131096-0085.wav,the allegory of the story of cupid and psyche is well presented in the beautiful lines of t k harvey they wove bright fables in the days of old when reason borrowed fancy's painted wings
19-227-0064_83-9960-0012.wav,what that young girl whom they were abducting was not to be brought back one of those monsters was to bear her off into the darkness whither and what if it were she it was clear that it was she
19-227-0066_5867-48852-0076.wav,or had attempted to make so clear an exposition of her own feelings i should be disgraced in my own eyes if i admitted the love of another man they were terrible words but very easy to be understood
19-227-0067_150-126107-0027.wav,don't you like falling in then said the prince it is the most delightful fun i ever had in my life answered she i never fell before i wish i could learn
19-227-0068_8629-261140-0004.wav,the astounding fact which i have just communicated to you was made known by my mother with the dagger still plunged in her breast she would not let me draw it out she knew that death would follow that act
19-227-0069_248-130652-0007.wav,grandcourt looked at her with unchanged face for half a minute and then took the trouble to lay down his cigar while he lifted the unimpassioned fluff close to his chin and gave it caressing pats all the while gravely watching fetch
19-227-0072_5390-30096-0009.wav,queried the major you mane all my throuble well and your money
26-495-0000_1034-121119-0014.wav,with so much care that his absence was half excused in the eyes of the poor woman at twenty minutes of twelve madame danglars tired of waiting returned home women of a certain grade are like prosperous grisettes in one respect they seldom return home after twelve o'clock
26-495-0004_3947-13260-0017.wav,but now dear i want you to look at your part in this plan for capturing and saving the rectangle your voice is a power i have had many ideas lately here is one of them you could organize among the girls a musical institute
26-495-0013_441-130108-0036.wav,less talkin an more fightin is what's best for you boys i never saw sech gabbling jackasses he paused ready to pounce upon any man who might have the temerity to reply
26-495-0014_8312-279790-0007.wav,the king disputed nothing indeed he never did the queen ruled him in all things some time after news came that king charming would shortly arrive
26-495-0017_229-130880-0061.wav,thus they die in the open air and by the end of ten days they've rotted sufficiently next they're immersed in huge tanks of salt water then they're opened up and washed at this point the sorters begin their twofold task
26-495-0023_2989-138035-0042.wav,and they were better friends than ever and not caring to wait for the notary who had gone for the sword
26-495-0024_7059-77900-0037.wav,at others the luxury in which this life was so contentedly sunk oppressed annie like a thick close air yet she knew that lyra was kind to many of the poor people about her and did a great deal of good as the phrase is
26-495-0025_6476-96661-0022.wav,wonderful to the heroes argo looked with her long oars and her high sails with her timbers painted red and gold and blue and with a marvelous figure carved upon her prow all over the ship jason's eyes went
26-495-0027_4788-94904-0018.wav,and the only fruit produced by national representation is that in addition to those who really govern there is an assembly quartered on the public and no abuse in which a portion of the assembly are interested is at all likely to be removed
26-495-0028_1447-130552-0010.wav,naturally prone to believe necessity thus imposed by prudence nerveless and faithless folly
26-495-0029_3440-171009-0017.wav,who was sobbing and wiping her eyes with the corner of her apron enna took my blocks sobbed the child
26-495-0030_412-126975-0046.wav,i had to be careful of em coming down they're the three great african diamonds called the flying stars because they've been stolen so often all the big criminals are on the track
26-495-0033_198-126831-0029.wav,and i got back about fifteen minutes ago i set down on the front door steps for a moment and all at once i heard a bell ring in the house eight times i tell you i was skeered i made a bolt for the orchard and you won't catch me going near that house till your uncle roger comes home
26-495-0035_2817-142371-0070.wav,there are occasions on which two servant girls and a waggoner may be a formidable audience and as the squire rode away on his black pony even the gift of short sightedness did not prevent him from being aware that molly
26-495-0036_6880-216547-0112.wav,not only may find a place but may themselves serve as instruments of equality individual liberty the division of power the public ministry the jury system
26-495-0037_7302-86815-0028.wav,and as if through the opening he had beheld the menacing old man yes he murmured yes be satisfied his head dropped upon his chest and in this position he paced his study
26-495-0038_5561-41616-0026.wav,we shall win said miriam nesbit confidently i feel it in my bones let's hope that your bones are true prophets laughed marian barber o girls exclaimed eva allen from the open door in which she had been standing looking up at the gallery eleanor is here
26-495-0039_1334-135589-0069.wav,and waiting for the arrival of his sisters chaloner and grenville were not with him they had obtained leave to go into the country for the object we have before referred to when his eyes caught advancing toward the king
26-495-0040_1743-142912-0013.wav,and his bill snapped in quite the same way chebec's did when he caught a fly but it wasn't a fly that scrapper had it was a bee peter saw it very distinctly just as scrapper snapped it up
26-495-0042_1502-122619-0059.wav,in short every occupation was abandoned for the time and all other pursuits seemed discarded in order that the tribe might freely indulge after their own peculiar manner in an open expression of feeling
26-495-0043_8580-287363-0009.wav,yes i can't imagine what made rad act that way but i'll set the automatic steering gear now mister damon and then you will be relieved mister jenks was gazing off toward the west
26-495-0045_5703-47198-0046.wav,put her into a carriage and ministered to her wants with the help of a tea basket containing the delicious novelty of english bread and butter in half an hour's time they were steaming hurriedly towards london she was to lodge at a small hotel in jermyn street
26-495-0047_307-127539-0027.wav,had been dispatched in front to do his best alone then it had occurred to him to work upon the superstitions of his former shipmates
26-495-0051_2159-179157-0024.wav,and possibly these two things will turn out to be much the same in fact on no other ground can we explain the so called children's crusade in which over thirty thousand children from germany from all classes of the community
26-495-0052_4680-16041-0040.wav,clasping and throwing each other while each one hastened and invited the last and decisive hour of the crisis far away and quite outside of this fatal quarter in the most profound depths of the unfathomable cavities of that
26-495-0053_1898-145715-0018.wav,she took the bird's advice and in due time arrived at the house of locrinos luckily she only found his wife at home who was much struck by the princess's youth and beauty and sweet gentle manners
26-495-0054_2092-145706-0076.wav,increasing in number every moment till they could be counted by thousands he drove them all before him on to the hill where the king and his whole court and ferko's two brothers were standing only the lovely princess was not present
26-495-0056_27-124992-0053.wav,and his armies men unarmed and without force
26-495-0059_3214-167606-0007.wav,satisfactory indeed very satisfactory barbara ivanovna told me today how our troops are distinguishing themselves it certainly does them credit and the people too are quite mutinous
26-495-0065_5463-39173-0013.wav,the worst of it is that both of them are obliged to wear wigs shall you have a hat mark with curly things at the side and strings through to hold them up asked lucy i fear that does not come within my perquisites nor a rosette
26-495-0067_8609-262281-0016.wav,caroline burst into tears i should do better if mamma were not so cross with me miss channing i always do anything that william yorke asks me and i will do anything for you constance kissed her then will you begin by rising early and being ready for me at seven
26-495-0069_311-124404-0024.wav,and the metals produced in the mines and the plants grow in the fields and in general how all the bodies which are commonly denominated mixed or composite might be generated and among other things in the discoveries alluded to
26-495-0070_196-122159-0012.wav,and he had been deliberating upon death confound him he had found that to meditate about because he thought he had saved his life while all its glamour had gone with the ship in the night what more natural
26-495-0075_2384-152900-0003.wav,the other room was six and a half feet long and was to be lindstroem's kitchen from the kitchen a double trap door led to the loft where we intended to keep a quantity of provisions and outfit the walls consisted of three inch planks
26-495-0077_730-359-0035.wav,of conversation although i applied my whole mind to the endeavour
26-495-0082_374-180299-0042.wav,the duke wrote to her two or three times she recognised the writing and gave me the letters without reading them sometimes the terms of these letters brought tears to my eyes he had imagined that by closing his purse to marguerite
26-495-0083_3168-173565-0040.wav,if only it were possible for me to see her once more just once looking into those eyes to say piti piti piti and
26-495-0086_8630-305213-0044.wav,and i disdained to humble myself and inflated with vainglory i believed myself great it was at this moment that he came in contact with the manicheans whose errors attracted him at once
26-495-0090_3526-176653-0050.wav,gee gee the frog hopped several times
26-496-0001_4014-186176-0008.wav,and that was all that lieutenant mackinson could tell the mysterious stranger remained what he had been from the first a desperate and dangerous and unknown spy
26-496-0002_6454-120342-0021.wav,and all of them fell in so cheerily o dear me it is a scrap of old ephrem the syrian if they did but know it and when after this harry would fain have driven on
26-496-0003_3112-9555-0025.wav,my eldest brother all but achieved it and afterwards went to oxford taking three exhibitions from the school though he lost the great glory of a wykamist he has since made himself well known to the public as a writer
26-496-0004_198-126831-0009.wav,the story girl would box his ears with her fist and say bless your gray heart paddy you're a good sort of old rascal and pat would purr his satisfaction i used to take a handful of the skin on his back shake him gently and say
26-496-0005_2893-139322-0031.wav,the policeman who had shouted glanced at his fellow and graham saw him shrug his shoulders he made no further effort to stop the singing and so they went through these factories and places of toil seeing many painful and grim things
26-496-0008_3699-47246-0016.wav,not indeed any very ripe and comprehensive wisdom but much external polish and certain practical conclusions of a very decided kind
26-496-0009_4088-158077-0009.wav,the thousand delegates present at the convention though differing widely on the duty of the individual in war were unanimous in voting that in the event of war the national woman's party as an organization should continue to work for political liberty for women and for that alone
26-496-0015_3879-173592-0014.wav,again alluring his greedy allies by the assurance that thus reinforced he would conquer for them a free access to the phantom gold mines of appalache ottigny set forth on this fool's errand
26-496-0023_6147-34607-0030.wav,side by side with those of his majesty her court too was a cortege with the features of a triumph an order and a march it was a miniature copy of all the great men of versailles not giants themselves
26-496-0024_2391-145015-0113.wav,ascribes the invention to a god stimulated by his passion for a mortal damsel and derives the name patten from patty the patten now supports each frugal dame which from the blue eyed patty takes the name
26-496-0025_1363-135842-0048.wav,i didn't mean to hurt you unc billy didn't so much as wink an eye farmer brown's boy went off up the path carrying unc billy by the tail by and by he laid unc billy down
27-123349-0003_3436-172162-0032.wav,neither would the damsels prepare a bed for him he seized the first he found unoccupied and was left undisturbed next morning he saw from the turrets of the castle a train accompanying a lady whom he imagined to be the queen
27-123349-0006_4680-16042-0008.wav,to offer his breast to bayonets to shed his blood to seek the enemy to seek death that he was about to wage war in his turn and descend to the field of battle and that the field of battle upon which he was to descend was the street
27-123349-0007_8629-261139-0036.wav,he withstood the clamour and began speaking again before the coroner had been able to fully restore quiet i know said he
27-123349-0011_4406-16883-0037.wav,i told them i could not tell where to go they bade me go look i told them if i went to another wigwam they would be angry and send me home again then one of the company drew his sword and told me he would run me through if i did not go presently then
27-123349-0012_6880-216547-0031.wav,cease to heed it in the race in the tribe in the nation can equality by the right of succession be preserved between citizens as well as between cousins and brothers
27-123349-0013_1455-134435-0047.wav,and it seemed to him that god had at last looked with favor upon him as for the boy on the farm life began to reveal itself to him in a thousand new and delightful ways the kindly attitude of all about him expanded his quiet nature
27-123349-0015_1081-125237-0015.wav,as they had refused the offer of friendship that had been made to them it was resolved that strong measures should be taken to obtain redress for past grievances and for the protection of english trade interests at the instance of saint john
27-123349-0016_4160-11549-0035.wav,in danger where defeat means dishonor do you not agree with me that the safest plan that man can adopt is to run away her quickened heart might almost have been running a life and death race with her leaping pulse but she answered him almost steadily
27-123349-0019_5049-25947-0021.wav,it shut off fields of high grass blocked at every fifty yards with great barricades of undergrowth and tangled trees and chapparal on the other side of the trail
27-123349-0023_374-180298-0027.wav,as for her she continued to love me as much or even more than ever as i told you i began by being allowed to stay only from midnight to six o'clock then i was asked sometimes to a box in the theatre
27-123349-0025_1737-148989-0036.wav,he had found the little guide book that christian carried in his bosom and love penitence and prayer the three sweet sisters had given him the armour which would keep him safe he had not learned to wear it yet and chafed against it though he felt its value
27-123349-0027_4640-19189-0033.wav,marius let us insist on this point was under the shadow of the great dark wings which are spread over those in the death agony he felt that he had entered the tomb
27-123349-0030_5561-39621-0022.wav,make way monsieur l'hotelier to the entrance of your house
27-123349-0031_6367-74004-0018.wav,she doesn't like the old fellow a bit i know from the way she acts with him she's always so cool and stiff when he's about not a bit like she is with the other professors well ruggles wrote the letter at first he tried to pass it off on me as his own composition
27-123349-0032_7190-90542-0035.wav,said quarles mind you wigan i'm very doubtful about my theory at least i am not certain that i shall find the facts i want a few hours will settle it one way or the other after walking along the road for about a mile
27-123349-0033_7402-90848-0010.wav,it was very dignified and wore tortoise shell glasses but bobo had to answer no and the old man wandered on again another day the simpleton encountered a tall dark fierce kind of fellow
27-123349-0034_1363-135842-0034.wav,then he wrapped the end of his tail around the branch and swung himself off keeping hold of the branch only with his tail and one hind foot then
27-123349-0037_3699-19401-0014.wav,and perhaps it is as well for thee tho not so well for me that thou hast occasion for a letter of instructions upon that head and that i am able to write it to thee had it been the good pleasure of him who disposes of our lots
27-123349-0041_3699-47246-0013.wav,and there was always the possibility that mister bridmain's first nuptials might occur before the countess was quite sure of her second as it was however he submitted to all his sister's caprices
27-123349-0042_1992-141719-0034.wav,with loud acclamations cried out victory victory in favour of the champion in white
27-123349-0043_87-121553-0101.wav,the stock from which were the calfucci born was great already and already chosen to curule chairs the sizii and arrigucci o how beheld i those who are undone by their own pride and how the balls of gold florence enflowered in all their mighty deeds
27-123349-0044_8629-261139-0074.wav,there are five hundred dollars on that table take them and let them pave your way to a better life
27-123349-0045_1235-135887-0004.wav,or external applications the king listened to what he said and answered if you be able to perform what you promise i will enrich you and your posterity
27-123349-0047_5789-57158-0027.wav,so he walked by the path across the bridge and when he came out on the gravel road near the front door he found a gentleman smoking a cigar and looking around him
27-123349-0049_6925-80680-0003.wav,we'll call the guard and ask and if it was a jackal i'll leave this kingdom to you and go away and if it was a tiger then you shall go and i will marry a new wife as you like answered the queen there isn't any doubt which it was
27-123349-0050_1841-150351-0022.wav,large posts are set in the ground at the corners and ends of the building cross logs are then placed upon the middle posts
27-123349-0053_2518-154825-0014.wav,where the under cliff dies back again into the chalk face and climbs by slants and elbow turns up to the top the shepherds call it the zigzag and even sheep lose their footing on it and of men
27-123349-0055_2196-174172-0025.wav,put invincible determination i will into your complex problem put irresistible confidence i shall achieve into your ardent desires you will then love work
27-123349-0057_839-130898-0024.wav,blennies and salmon it was the bullhead of the northerly seas a fish with red fins and a brown body covered with nodules
27-124992-0001_233-134440-0051.wav,i didn't say anything when she had gone i cried like a silly boy pretty soon i had a chance to sell the house and i sent that money to her wash williams and george willard
27-124992-0002_3857-182317-0002.wav,one must grant they are vassals not rulers they are too parasitic the one willing servant class of the world and we have betrayed them by making under simians of them
27-124992-0004_1867-154075-0029.wav,you're wrong it was ah in spite of himself the face of john mark wrinkled with pain and suspicious rage i came to see a girl and her name i figure is caroline smith
27-124992-0006_5652-19215-0061.wav,one owes some consideration to six hundred thousand francs and it was evident that she could not do otherwise than leave her fortune to these young people since they did not need it
27-124992-0009_831-130746-0020.wav,knickerbockers went frisking across his mind again and he reverted to his blasphemies he started up in a gusty frenzy with a vague idea of pursuit and incontinently sat down again with a concussion that stirred the bar below to its depths
27-124992-0013_911-128684-0045.wav,motion originally simply is only later is it confined to this thing or to that something like this is true of every experience however complex
27-124992-0020_5393-19219-0028.wav,and arranged themselves in the proper order around the table two large arm chairs figured on the right and left of the bride the first for m gillenormand the other for jean valjean
27-124992-0024_2911-7601-0037.wav,and deposited all between the scantlings i then replaced the boards so cleverly so cunningly that no human eye not even his could have detected any thing wrong there was nothing to wash out no stain of any kind
27-124992-0025_6272-70168-0019.wav,the glutton but he has not been here long they are all so when they first come she then gave him a large slice of the cake veronica contrary to her wont
27-124992-0029_1723-141149-0007.wav,and began to shout most vehemently wishing to direct us where to land when we were on shore the party looked rather alarmed but continued talking and making gestures with great rapidity it was without exception the most curious and interesting spectacle i ever beheld
27-124992-0032_332-128985-0032.wav,roc must have had a great deal of confidence in his own powers or perhaps he relied somewhat upon the fear which his very presence evoked but he made a mistake this time he had run into the lion's jaw and the lion had closed his teeth upon him
27-124992-0033_7859-102519-0002.wav,long before he had begun to learn the lessons of state craft ere he had reached his twenty first year justinian had plunged into war with the bulgarians he attacked them suddenly inflicted several defeats on their king
27-124992-0034_446-123502-0043.wav,tars tarkas and the chief exchanged a few words and the former calling to a young female among the throng gave her some instructions and motioned me to accompany her
27-124992-0035_3112-9555-0059.wav,but when i heard him declare the fact in the pupil room before the boys i hardly felt grateful for the charity i was never a coward and cared for a thrashing as little as any boy
27-124992-0038_6529-62554-0047.wav,his rough nature could not allow that they ought to come to terms with the rascals who had landed on the island with bob harvey's accomplices the murderers of the crew of the speedy and he looked upon them as wild beasts which ought to be destroyed without delay and without remorse
27-124992-0044_5789-57195-0035.wav,if anybody tells you that it's only just to put you off
27-124992-0047_4160-11550-0010.wav,but in those days for some reason they were not as satisfactory as they appeared once and so being thrown on her own resources she succumbed to the very natural girlish weakness of feeling a sort of fascination for broome street it was hard to resist broome street
27-124992-0048_3436-172171-0062.wav,who art thou and he replied
27-124992-0051_4898-28461-0015.wav,and the breaking forth of the sun after the rain the shining of the leaves and streams and crystal architecture of the glaciers the rising of fresh fragrance the song of the happy birds
27-124992-0055_118-47824-0082.wav,graham summoned katherine one of the black clothed men opened the door of silas blackburn's room he stepped aside beckoning
27-124992-0056_2182-150130-0021.wav,and even the lads who had enjoyed its passing were glad when the winds blew warm once more and the grass showed green in sunny places and the leader of the wild fowl blew his horn as they who in the fall had flown to the south flew arrow like northward again
27-124992-0058_1235-135883-0015.wav,what exclaimed the merchant can nothing prevail with you will you absolutely take away the life of a poor innocent yes replied the genie i am resolved
27-124992-0070_4014-186175-0004.wav,refreshed by their sleep jerry and slim arose about four o'clock that afternoon joe who had rested easily throughout the later excitement of the preceding night was still in the midst of the investigation and was not then to be found
27-124992-0071_4830-25898-0045.wav,aunt cockletop pecked and croaked fiercely but tough as she was the old biddy did not escape and many another amiable hen and gallant cockadoodle fell a victim to that mysterious hand
27-124992-0072_3607-29116-0017.wav,he did not make any objections not exactly he said shall i tell you what he said asked laura glancing furtively at him certainly he said he had no doubt it was a good thing if senator dilworthy was in it it would pay to look into it
27-124992-0074_311-124404-0108.wav,destitute of the organs which others use in speaking are in the habit of spontaneously inventing certain signs by which they discover their thoughts to those who being usually in their company have leisure to learn their language
27-124992-0075_5022-29411-0036.wav,you'll get it out of cristy to morrow and i'll help you i found gloody waiting for me outside the cottage he was anxious about miss cristel his only excuse he told me being the fear that she might be ill having set him at ease in that particular i said
27-124992-0076_78-368-0012.wav,but the deadly languor and coldness of the limbs told me that what i now held in my arms had ceased to be the elizabeth whom i had loved and cherished the murderous mark of the fiend's grasp was on her neck
32-4137-0001_5789-57195-0006.wav,let mary once be made to understand that she would not be allowed to be a fine lady and then she would marry mister twentyman quick enough but this ushanting this journeying to cheltenham in order that nothing might be done
32-4137-0002_6147-34606-0016.wav,it was the rich who acted thus towards the poor for this reason no complaint was possible that was the best of the joke those manners have not altogether disappeared in many places in england and in english possessions at guernsey for instance
32-4137-0005_2514-149482-0036.wav,her companion at the last moment had been indisposed positively not well enough and so had packed her off insistently with excuses with wild regrets
32-4137-0007_1235-135883-0037.wav,he gave her in addition as much as the law would allow him at last the year expired and he was obliged to depart he put his burial clothes in his wallet but when he came to bid his wife and children adieu their grief surpassed description
32-4137-0009_5561-39621-0034.wav,parry is that all is that all yes my lord that is all after this brief reply ensued a long interval of silence broken only by the convulsive beating of the heel of the young man on the floor
32-4137-0011_2289-152258-0016.wav,in a cave on mount hira near mecca he spent several weeks every year in prayer and religious meditation he declared that while praying in his cave he often had visions of god and heaven
32-4137-0014_7302-86815-0000.wav,which had restored the courage of noirtier for ever since he had conversed with the priest his violent despair had yielded to a calm resignation which surprised all who knew his excessive affection
32-4137-0015_8419-286676-0028.wav,and he backed into the mud knowing that fine soft mud is the best thing in the world for stings
32-4137-0017_446-123501-0004.wav,than would have been true under similar conditions on an arizona desert here and there were slight outcroppings of quartz bearing rock which glistened in the sunlight and a little to my left perhaps a hundred yards appeared a low walled enclosure
32-4137-0022_6563-63821-0017.wav,he had also a vast collection of manuscripts numbering four hundred and twenty nine volumes
32-4137-0024_446-123501-0008.wav,as the muscular exertion which carried me easily and safely upon earth played strange antics with me upon mars instead of progressing in a sane and dignified manner
32-4137-0025_6818-76332-0026.wav,i never saw or knew of it till this day if i had just at this point they were all startled by a loud knock coming from the direction of the front door
32-4137-0027_289-121665-0019.wav,said the old woman i am going over the hill top myself and i will send the sheep back to you so she got upon her feet and began climbing the hill and the girl heard her saying as she walked away little bo peep has lost her sheep
32-4137-0028_6880-216547-0018.wav,chronicled with more or less skill no positive information had been gained either as to the primary cause of the evil or as to its remedy in eighteen thirty nine
32-4137-0029_2196-170151-0033.wav,they need not dishearten us they should prove sources of new strength the rocky way may prove safer than the slippery path of smoothness birds cannot fly best with the wind but against it ships do not progress in calm
32-4137-0033_5778-12761-0019.wav,to our great pleasure oak trees appeared on the ridge and soon became very frequent on these i remarked unusually great quantities of mistletoe the opposite mountain side was very steep and continuous
32-4137-0036_233-134440-0004.wav,there would have been for you no mystery in regard to the beast in his cage it is like wash williams you would have said as he sits in the corner there the beast is exactly like old wash
32-4137-0040_89-219-0040.wav,or if he did not his friends and children did there were great vexations however attending such a garden as his
32-4137-0042_3112-9554-0023.wav,in what i have here said i do not think i have exceeded his instructions
32-4137-0043_103-1240-0002.wav,for not even a brook could run past missus rachel lynde's door without due regard for decency and decorum it probably was conscious that missus rachel was sitting at her window keeping a sharp eye on everything that passed from brooks and children up
32-4137-0046_2691-156750-0011.wav,and she would bid us stay a while at different houses where we could be helpful but to be sure and bring careful reports from each home we entered under such training we learned much about diseases and the care of the suffering anon
32-4137-0047_1246-124548-0032.wav,ah ha says they so jim blausser is claiming that gopher prairie is as good a place to live in as london and rome and and all the rest of the big burgs is he how does the poor fish know says they well
32-4137-0050_412-126975-0063.wav,he'll black his face if that's what you mean cried blount laughing i don't doubt he'd black everyone else's eyes i don't care i'm not refined
32-4137-0053_3699-47246-0007.wav,then what amusing innuendoes of the milby gentlemen over their wine would have been entirely frustrated and reduced to nought if you had told them that the countess had really been guilty of no misdemeanours which demanded her exclusion from strictly respectable society
32-21625-0001_909-131045-0028.wav,in certain emergencies of the state their presence might be of the greatest moment to the public interest or safety there is no nation which has not at one period or another experienced an absolute necessity of the services of particular men
32-21625-0003_3440-171009-0000.wav,the young party at roselands had now grown so large several additions having been made to it on monday afternoon and evening that a separate table was ordered to be spread for them in the nursery where they took their meals together
32-21625-0005_4898-28461-0011.wav,gliding along the swift flowing river the views change with bewildering rapidity wonderful too are the changes dependent on the seasons and the weather in spring when the snow is melting fast
